PARENT_ACCOUNT_NUMBER,ACCOUNT_NUMBER,INSTANCE_STATUS,SUPPORT_STATUS,ITEMNO,ITEM_DESCRIPTION,SUPPORT_ITEMNO,PRODLINE,PRODFAMILY,PLATFORM,CONTRACT_NUMBER,CONTRACT_ID,CONTRACT_ORG,CONTRACT_INV_ORGID,CONTRACT_INV_ORG,CUST_PO_NUMBER,PRICE_UNIT,CURRENCY_CODE,START_DATE,END_DATE,SVC_LINE_ID,INSTANCE_ID,QUOTE,SELLING_PRICE,CURRENT_EXPRN_DATE,NEW_EXPRN_DATE,STUDENT_COUNT,CONTRACT_MONTHS,NEW_YRLY_PRICE,NEW_MTHLY_PRICE,UPLIFT_PCT,RENEWAL_OPP_TYPE,SOLD_TO_ORG_ID,INVOICE_TO_ORG_ID,SHIP_TO_ORG_ID,ORDER_NUMBER,DESCRIPTION,OWNER_CUSTOMER,PARENT_CUSTOMER,SOLDTO_NUM,SOLDTO_CUSTOMER,BILLTO_NUM,BILLTO_CUSTOMER,SHIPTO_NUM,SHIPTO_CUSTOMER,RN,AUTORENEW,PER_STUDENT_PRICE,CON_LINE_LAST_UPDATED
3603959,3600002,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,205.48000,USD,08-01-2023,07-31-2024,82671915,31594828,7696745.01,17.12333,07-31-2024,07-31-2025,467,12,205.48000,17.12333,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","SEXTON MOUNTAIN ELEM SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3603959,3601103,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,863.28003,USD,08-01-2023,07-31-2024,82673448,31594829,7696745.01,71.94000,07-31-2024,07-31-2025,1962,12,863.28003,71.94000,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","SUNSET HIGH SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600895,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,865.03998,USD,08-01-2023,07-31-2024,82672894,31594830,7696745.01,72.08667,07-31-2024,07-31-2025,1966,12,865.03998,72.08667,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","FRANKLIN HIGH SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3603959,3602263,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,336.16000,USD,08-01-2023,07-31-2024,82674401,31594831,7696745.01,28.01333,07-31-2024,07-31-2025,764,12,336.16000,28.01333,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","SPRINGVILLE ELEM SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3627875,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,401.72000,USD,08-01-2023,07-31-2024,82674869,31594832,7696745.01,33.47667,07-31-2024,07-31-2025,913,12,401.72000,33.47667,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","BENSON HIGH SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3603959,3601104,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,121.88000,USD,08-01-2023,07-31-2024,82673459,31594833,7696745.01,10.15667,07-31-2024,07-31-2025,277,12,121.88000,10.15667,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","TERRA LINDA SCH / 185","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3601147,3602050,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,0.00000,USD,08-01-2023,07-31-2024,82674305,31594834,7696745.01,0.00000,07-31-2024,07-31-2025,1,12,0.00000,0.00000,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","RELATED EQUIPMENT CTR","NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.00000,08-11-2023
3603959,3601101,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,173.36000,USD,08-01-2023,07-31-2024,82673434,31594835,7696745.01,14.44667,07-31-2024,07-31-2025,394,12,173.36000,14.44667,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","RIDGEWOOD ELEM SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600886,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,196.24001,USD,08-01-2023,07-31-2024,82672837,31594836,7696745.01,16.35333,07-31-2024,07-31-2025,446,12,196.24001,16.35333,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","BEAUMONT MDL SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3603959,3601931,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,657.79999,USD,08-01-2023,07-31-2024,82674111,31594837,7696745.01,54.81667,07-31-2024,07-31-2025,1495,12,657.79999,54.81667,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","SOUTH RIDGE HIGH SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600897,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,948.64001,USD,08-01-2023,07-31-2024,82672911,31594838,7696745.01,79.05333,07-31-2024,07-31-2025,2156,12,948.64001,79.05333,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","GRANT HIGH SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3602594,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,46.64000,USD,08-01-2023,07-31-2024,82674552,31594839,7696745.01,3.88667,07-31-2024,07-31-2025,106,12,46.64000,3.88667,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","ALLIANCE MEEK LIB","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600894,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,223.52000,USD,08-01-2023,07-31-2024,82672884,31594840,7696745.01,18.62667,07-31-2024,07-31-2025,508,12,223.52000,18.62667,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","BEVERLY CLEARY @ FERNWOOD","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600849,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,212.52000,USD,08-01-2023,07-31-2024,82672610,31594841,7696745.01,17.71000,07-31-2024,07-31-2025,483,12,212.52000,17.71000,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","OCKLEY GREEN MDL SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3603959,3601102,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,190.08000,USD,08-01-2023,07-31-2024,82673436,31594842,7696745.01,15.84000,07-31-2024,07-31-2025,432,12,190.08000,15.84000,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","ROCK CREEK ELEM SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600844,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,266.64001,USD,08-01-2023,07-31-2024,82672577,31594843,7696745.01,22.22000,07-31-2024,07-31-2025,606,12,266.64001,22.22000,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","JEFFERSON HIGH SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600846,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,671.00000,USD,08-01-2023,07-31-2024,82672586,31594844,7696745.01,55.91667,07-31-2024,07-31-2025,1525,12,671.00000,55.91667,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","LINCOLN HIGH 10","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3602508,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,139.48000,USD,08-01-2023,07-31-2024,82674503,31594845,7696745.01,11.62333,07-31-2024,07-31-2025,317,12,139.48000,11.62333,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)",ACCESS,"PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3603959,3601917,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,280.28000,USD,08-01-2023,07-31-2024,82674094,31594846,7696745.01,23.35667,07-31-2024,07-31-2025,637,12,280.28000,23.35667,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","SCHOLLS HEIGHTS ELEM SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3603959,3601930,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,406.56000,USD,08-01-2023,07-31-2024,82674103,31594847,7696745.01,33.88000,07-31-2024,07-31-2025,924,12,406.56000,33.88000,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","STOLLER MDL SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3603959,3601799,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,1074.47998,USD,08-01-2023,07-31-2024,82673999,31594848,7696745.01,89.54000,07-31-2024,07-31-2025,2442,12,1074.47998,89.54000,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","WESTVIEW HIGH SCH","BEAVERTON SCH DIST",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600889,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,680.67999,USD,08-01-2023,07-31-2024,82672857,31594849,7696745.01,56.72333,07-31-2024,07-31-2025,1547,12,680.67999,56.72333,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","CLEVELAND HIGH SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3602445,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,186.12000,USD,08-01-2023,07-31-2024,82674448,31596767,7696745.01,15.51000,07-31-2024,07-31-2025,423,12,186.12000,15.51000,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","CLARK SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600853,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,151.80000,USD,08-01-2023,07-31-2024,82672630,31596768,7696745.01,12.65000,07-31-2024,07-31-2025,345,12,151.80000,12.65000,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","SITTON ELEM SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600876,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,67.32000,USD,08-01-2023,07-31-2024,82672781,31596769,7696745.01,5.61000,07-31-2024,07-31-2025,153,12,67.32000,5.61000,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","WHITMAN ELEM SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600832,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,161.92000,USD,08-01-2023,07-31-2024,82672494,31596770,7696745.01,13.49333,07-31-2024,07-31-2025,368,12,161.92000,13.49333,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","ASTOR ELEM SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600834,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,152.24001,USD,08-01-2023,07-31-2024,82672510,31596771,7696745.01,12.68667,07-31-2024,07-31-2025,346,12,152.24001,12.68667,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","BCH ELEM SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3602510,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,205.03999,USD,08-01-2023,07-31-2024,82674514,31596772,7696745.01,17.08667,07-31-2024,07-31-2025,466,12,205.03999,17.08667,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","CESAR CHAVEZ","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600884,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,112.64000,USD,08-01-2023,07-31-2024,82672825,31596773,7696745.01,9.38667,07-31-2024,07-31-2025,256,12,112.64000,9.38667,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","ARLETA ELEM SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600866,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,110.44000,USD,08-01-2023,07-31-2024,82672717,31596774,7696745.01,9.20333,07-31-2024,07-31-2025,251,12,110.44000,9.20333,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","LENT ELEM SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600862,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,253.44000,USD,08-01-2023,07-31-2024,82672690,31596775,7696745.01,21.12000,07-31-2024,07-31-2025,576,12,253.44000,21.12000,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","ROSEWAY HEIGHTS 6-8 SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600907,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,237.16000,USD,08-01-2023,07-31-2024,82672991,31596776,7696745.01,19.76333,07-31-2024,07-31-2025,539,12,237.16000,19.76333,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","RICHMOND ELEM SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600856,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,135.08000,USD,08-01-2023,07-31-2024,82672648,31596777,7696745.01,11.25667,07-31-2024,07-31-2025,307,12,135.08000,11.25667,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","STEPHENSON ELEM SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600890,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,114.40000,USD,08-01-2023,07-31-2024,82672863,31596778,7696745.01,9.53333,07-31-2024,07-31-2025,260,12,114.40000,9.53333,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","CRESTON ELEM SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600858,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,252.12000,USD,08-01-2023,07-31-2024,82672663,31596779,7696745.01,21.01000,07-31-2024,07-31-2025,573,12,252.12000,21.01000,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","HARRISON PARK SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600901,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,100.32000,USD,08-01-2023,07-31-2024,82672944,31596780,7696745.01,8.36000,07-31-2024,07-31-2025,228,12,100.32000,8.36000,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","IRVINGTON ELEM SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600903,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,296.56000,USD,08-01-2023,07-31-2024,82672961,31596781,7696745.01,24.71333,07-31-2024,07-31-2025,674,12,296.56000,24.71333,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","LAURELHURST ELEM SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600865,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,120.56000,USD,08-01-2023,07-31-2024,82672713,31596782,7696745.01,10.04667,07-31-2024,07-31-2025,274,12,120.56000,10.04667,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","JASON LEE ELEM SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
3634052,3600910,Latest,ACTIVE,67055A,"WEBPATH EXPRESS SITE LICENSE",67055P,"WEBPATH EXPRESS","DESTINY DISTRICT MEMBER",ECS,W1057779,11250738,FSS,85,FSS,23240260,204.60001,USD,08-01-2023,07-31-2024,82673012,31596783,7696745.01,17.05000,07-31-2024,07-31-2025,465,12,204.60001,17.05000,0.00000,DOMESTIC,50070,142649,142650,2473550,"WEBPATH EXPRESS SITE LICENSE (RENEWAL)","SUNNYSIDE ENVIRONMENTAL SCH","PORTLAND SCH DIST 1J",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",3601147,"NORTHWEST REG PROGRAM",1,M,0.03667,08-11-2023
