"PARENT_ACCOUNT_NUMBER","ACCOUNT_NUMBER","INSTANCE_STATUS","SUPPORT_STATUS","ITEMNO","ITEM_DESCRIPTION","SUPPORT_ITEMNO","PRODLINE","PRODFAMILY","PLATFORM","CONTRACT_NUMBER","CONTRACT_ID","CONTRACT_ORG","CONTRACT_INV_ORGID","CONTRACT_INV_ORG","CUST_PO_NUMBER","PRICE_UNIT","CURRENCY_CODE","START_DATE","END_DATE","SVC_LINE_ID","INSTANCE_ID","QUOTE","SELLING_PRICE","CURRENT_EXPRN_DATE","NEW_EXPRN_DATE","STUDENT_COUNT","CONTRACT_MONTHS","NEW_YRLY_PRICE","NEW_MTHLY_PRICE","UPLIFT_PCT","RENEWAL_OPP_TYPE","SOLD_TO_ORG_ID","INVOICE_TO_ORG_ID","SHIP_TO_ORG_ID","ORDER_NUMBER","DESCRIPTION","OWNER_CUSTOMER","PARENT_CUSTOMER","SOLDTO_NUM","SOLDTO_CUSTOMER","BILLTO_NUM","BILLTO_CUSTOMER","SHIPTO_NUM","SHIPTO_CUSTOMER","RN","AUTORENEW","PER_STUDENT_PRICE","CON_LINE_LAST_UPDATED","SOLDTO_INST_TYPE"
"4272410","4206826","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82184487,"10835958","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","EASTRIDGE ELEM SCH","RED OAK SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4272410","4272413","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82186076,"10835962","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","DONALD SHIELDS ELEM SCH","RED OAK SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4233820","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82185706,"33135749","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","GRACE E HARDEMAN ELEM SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4209054","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82184800,"33135772","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","WALKER CREEK ELEM","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4200075","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183022,"33135761","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","NORTH RIDGE MDL SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4272410","4201484","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183362,"10835960","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","RED OAK HIGH SCH","RED OAK SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4256640","4256465","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82185922,"30915707","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","FOREST PARK MAGNET SCH","LONGVIEW IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4256640","4201830","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183443,"30915710","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","WARE ELEM SCH","LONGVIEW IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4256640","4256480","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82185932,"30915711","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","J L EVERHART SCH","LONGVIEW IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4203732","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183940,"33135759","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","MAJOR CHENEY ELEM AT S BIRDVILLE","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4234950","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82185737,"33135767","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","SMITHFIELD ELEM SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4233460","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82185689,"33135771","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","W T FRANCISCO ELEM SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4200551","4200553","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183077,"30040700","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","LBJ ELEM/MDL SCH","JOHNSON CY IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4256640","4256470","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82185926,"30915708","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","FOSTER MDL SCH","LONGVIEW IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4272410","4201481","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183343,"10835957","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","H A WOODEN ELEM SCH","RED OAK SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4272410","4201483","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183354,"10835963","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","RED OAK MDL SCH","RED OAK SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4231258","4203365","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183771,"17040372","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","FARWELL JR HIGH SCH","FARWELL IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4272410","4206100","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82184386,"10835959","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","RUSS SCHUPMANN ELEM SCH","RED OAK SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4256640","4201825","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183429,"30915715","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","NED WILLIAMS ELEM SCH","LONGVIEW IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4256640","4201828","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183435,"30915716","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","CLARENCE W BAILEY ELEM SCH","LONGVIEW IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4233690","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82185693,"33135748","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","FOSTER VLG ELEM SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4203723","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183893,"33135755","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","HALTOM MDL SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4233021","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82185670,"33135758","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","JOHN SPICER ELEM SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4203728","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183922,"33135762","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","O H STOWE ELEM SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4203731","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183930,"33135763","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","RICHLAND MDL SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4272410","4201482","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183349,"10835961","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","RED OAK ELEM SCH","RED OAK SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4215237","4208747","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82184746,"43712010","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","KINGDOM COLLEGIATE-DESOTO","KINGDOM COLLEGIATE ACAD","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4200551","4206989","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82184510,"30040701","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","LBJ HIGH SCH","JOHNSON CY IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4256640","4201824","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183421,"30915712","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","BRAMLETTE ELEM SCH","LONGVIEW IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4256640","4256501","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82185944,"30915713","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","JUDSON STEAM ACAD","LONGVIEW IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4256640","4256630","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82185948,"30915714","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","LONGVIEW HIGH SCH","LONGVIEW IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4203725","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183907,"33135744","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","ALLIENE MULLENDORE ELEM SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4208208","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82184650,"33135746","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","BIRDVILLE HIGH SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4203727","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183915,"33135753","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","NORTH OAKS MDL SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4234960","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82185742,"33135769","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","SNOW HTS ELEM SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4250580","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82185824,"33135770","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","W A PORTER ELEM SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4215237","4208725","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82184739,"41064339","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","KINGDOM COLLEGIATE ACAD LIB","KINGDOM COLLEGIATE ACAD","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
"4233040","4203720","Latest","ACTIVE","67054A","STANDARDS - DESTINY DISTRICT MEMBER","67054P","STATE STANDARDS","DESTINY DISTRICT MEMBER","ECS","W1038213",11118913,"FSS",85,"FSS","4102300143",249.5,"USD","11-01-2022","10-31-2023",82183875,"33135745","7663991.01",20.79167,"10-31-2023","10-31-2024","",12,249.5,20.79167,0,"DOMESTIC",73572,212210,212211,2458359,"STANDARDS RENEWAL - DESTINY DISTRICT MEMBER","BIRDVILLE ELEM SCH","BIRDVILLE IND SCH DIST","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)","4234723","ESC REGION 11 (TETPC)",1,"M",,"11-04-2022","CONSORTIUM"
